ダウンロードした時刻：2019/02/28 07:54:35

,,,酒田,酒田,酒田,酒田,酒田,酒田
年,月,日,最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,
,,,,品質情報,,品質情報,,品質情報
1974,3,24,3.6,8,1.6,8,-0.8,8
1974,3,25,4.5,8,2.1,8,-0.6,8
1974,3,26,6.8,8,3.0,8,-0.2,8
1974,3,27,2.6,8,2.1,8,1.2,8
1974,3,28,7.0,8,3.2,8,0.1,8
1974,3,29,8.1,8,4.9,8,1.9,8
1974,3,30,11.6,8,6.6,8,2.8,8
1974,3,31,9.6,8,7.4,8,3.9,8
1974,4,1,11.6,8,6.9,8,4.0,8
1974,4,2,8.0,8,5.0,8,2.0,8
1974,4,3,11.6,8,8.0,8,2.9,8
1974,4,4,18.4,8,10.2,8,1.0,8
1974,4,5,10.9,8,7.4,8,5.5,8
1974,4,6,12.2,8,7.4,8,2.5,8
1974,4,7,14.3,8,8.6,8,2.9,8
1974,4,8,11.0,8,8.2,8,6.3,8
1974,4,9,9.1,8,7.8,8,6.5,8
1974,4,10,9.6,8,8.2,8,6.6,8
1974,4,11,9.6,8,7.0,8,2.6,8
1974,4,12,13.0,8,8.9,8,3.1,8
1974,4,13,17.9,8,10.1,8,0.6,8
1974,4,14,12.4,8,8.7,8,5.9,8
1974,4,15,15.0,8,8.7,8,4.9,8
1974,4,16,11.1,8,9.5,8,6.3,8
1974,4,17,11.0,8,7.7,8,3.4,8
1974,4,18,16.4,8,11.1,8,3.6,8
1974,4,19,11.1,8,7.6,8,1.3,8
1974,4,20,16.3,8,9.1,8,-0.6,8
1974,4,21,15.0,8,11.7,8,8.9,8
1974,4,22,15.8,8,9.9,8,6.0,8
1974,4,23,14.4,8,9.2,8,3.8,8
1974,4,24,21.5,8,12.5,8,2.5,8
1974,4,25,22.9,8,15.8,8,8.9,8
1974,4,26,17.2,8,12.5,8,8.9,8
1974,4,27,11.9,8,11.0,8,9.7,8
1974,4,28,23.5,8,15.6,8,4.9,8
1974,4,29,16.8,8,11.6,8,10.0,8
1974,4,30,19.8,8,13.0,8,5.7,8
1975,1,1,3.0,8,1.0,8,-1.3,8
1975,1,2,1.9,8,-0.7,8,-3.1,8
1975,1,3,2.3,8,0.0,8,-3.0,8
1975,1,4,2.2,8,-0.3,8,-3.6,8
1975,1,5,2.2,8,-2.3,8,-5.9,8
1975,1,6,5.4,8,0.3,8,-5.1,8
1975,1,7,6.3,8,2.2,8,-1.8,8
1975,1,8,7.2,8,3.3,8,0.2,8
1975,1,9,6.5,8,2.4,8,-1.5,8
1975,1,10,0.5,8,-1.0,8,-2.9,8
1975,1,11,0.4,8,-0.5,8,-2.7,8
1975,1,12,0.8,8,-0.7,8,-1.9,8
1975,1,13,1.8,8,0.1,8,-1.9,8
1975,1,14,3.4,8,1.9,8,0.0,8
1975,1,15,3.8,8,2.1,8,0.8,8
1975,1,16,5.6,8,3.3,8,1.0,8
1975,1,17,3.9,8,0.1,8,-2.0,8
1975,1,18,0.5,8,-1.5,8,-4.2,8
1975,1,19,-0.7,8,-2.3,8,-4.4,8
1975,1,20,3.5,8,-1.0,8,-9.1,8
1975,1,21,4.8,8,2.5,8,0.3,8
1975,1,22,3.6,8,1.6,8,0.4,8
1975,1,23,5.1,8,3.0,8,0.3,8
1975,1,24,6.1,8,3.1,8,1.1,8
1975,1,25,8.5,8,3.9,8,1.7,8
1975,1,26,2.9,8,0.9,8,-1.5,8
1975,1,27,6.1,8,0.4,8,-7.1,8
1975,1,28,4.4,8,0.8,8,-2.8,8
1975,1,29,-0.5,8,-2.3,8,-3.9,8
1975,1,30,2.0,8,-1.3,8,-3.2,8
1975,1,31,1.9,8,0.2,8,-1.7,8
1975,2,1,5.1,8,1.2,8,-4.6,8
1975,2,2,3.3,8,1.8,8,0.6,8
1975,2,3,4.3,8,1.1,8,-3.3,8
1975,2,4,3.9,8,1.5,8,-4.1,8
1975,2,5,7.1,8,3.4,8,-1.6,8
1975,2,6,7.1,8,2.5,8,-2.3,8
1975,2,7,6.9,8,4.2,8,0.8,8
1975,2,8,1.3,8,-0.8,8,-2.8,8
1975,2,9,0.6,8,-0.8,8,-3.0,8
1975,2,10,-0.1,8,-1.2,8,-2.5,8
1975,2,11,1.4,8,-0.1,8,-2.9,8
1975,2,12,2.6,8,0.1,8,-2.8,8
1975,2,13,1.3,8,-0.4,8,-3.4,8
1975,2,14,5.4,8,1.9,8,-2.9,8
1975,2,15,0.9,8,-0.9,8,-3.6,8
1975,2,16,-0.4,8,-2.7,8,-4.7,8
1975,2,17,-0.2,8,-3.5,8,-7.5,8
1975,2,18,2.4,8,-1.3,8,-8.2,8
1975,2,19,2.9,8,-2.8,8,-9.6,8
1975,2,20,3.9,8,-2.3,8,-11.4,8
1975,2,21,3.9,8,1.1,8,-6.6,8
1975,2,22,2.0,8,-0.4,8,-4.1,8
1975,2,23,2.4,8,-0.7,8,-5.4,8
1975,2,24,3.0,8,1.3,8,-1.1,8
1975,2,25,7.3,8,1.4,8,-1.6,8
1975,2,26,3.5,8,1.5,8,-2.2,8
1975,2,27,4.4,8,1.7,8,-0.5,8
1975,2,28,1.6,8,0.2,8,-1.7,8
1975,3,1,2.1,8,-1.0,8,-6.6,8
1975,3,2,1.7,8,-0.3,8,-6.8,8
1975,3,3,3.3,8,0.3,8,-6.6,8
1975,3,4,4.8,8,2.8,8,0.5,8
1975,3,5,4.4,8,2.7,8,1.7,8
1975,3,6,4.4,8,2.5,8,0.9,8
1975,3,7,5.0,8,3.1,8,1.1,8
1975,3,8,7.5,8,4.1,8,-0.8,8
1975,3,9,10.5,8,6.0,8,-1.2,8
1975,3,10,9.0,8,4.6,8,0.9,8
1975,3,11,6.4,8,3.5,8,1.1,8
1975,3,12,9.1,8,3.2,8,0.6,8
1975,3,13,6.9,8,3.6,8,-0.1,8
1975,3,14,7.7,8,2.5,8,-1.6,8
1975,3,15,8.8,8,2.5,8,-3.1,8
1975,3,16,10.3,8,4.1,8,-2.1,8
1975,3,17,9.4,8,4.1,8,0.7,8
1975,3,18,7.0,8,3.5,8,-0.1,8
1975,3,19,7.5,8,3.2,8,-0.6,8
1975,3,20,7.8,8,5.3,8,1.5,8
1975,3,21,8.3,8,6.8,8,5.1,8
1975,3,22,6.9,8,5.3,8,4.3,8
1975,3,23,10.2,8,6.9,8,3.8,8
1975,3,24,6.5,8,3.6,8,0.3,8
1975,3,25,2.2,8,0.4,8,-1.7,8
1975,3,26,7.8,8,2.4,8,-2.4,8
1975,3,27,7.7,8,3.8,8,-0.9,8
1975,3,28,9.2,8,6.0,8,3.4,8
1975,3,29,13.1,8,8.5,8,3.4,8
1975,3,30,10.1,8,6.3,8,3.2,8
1975,3,31,8.3,8,5.0,8,2.5,8
1975,4,1,6.9,8,4.3,8,1.6,8
1975,4,2,6.7,8,4.5,8,1.4,8
1975,4,3,9.9,8,7.2,8,3.9,8
1975,4,4,13.2,8,8.7,8,1.8,8
1975,4,5,17.4,8,9.5,8,0.0,8
1975,4,6,12.2,8,9.5,8,7.9,8
1975,4,7,13.1,8,9.7,8,4.9,8
1975,4,8,12.8,8,11.2,8,4.9,8
1975,4,9,13.4,8,10.8,8,6.5,8
1975,4,10,18.5,8,11.3,8,3.0,8
1975,4,11,9.9,8,6.9,8,5.7,8
1975,4,12,11.6,8,7.7,8,3.0,8
1975,4,13,18.0,8,10.9,8,4.6,8
1975,4,14,19.3,8,12.9,8,5.4,8
1975,4,15,14.5,8,11.9,8,10.2,8
1975,4,16,19.9,8,11.0,8,6.8,8
1975,4,17,13.4,8,10.2,8,8.2,8
1975,4,18,10.9,8,7.5,8,1.8,8
1975,4,19,13.4,8,9.4,8,1.2,8
1975,4,20,14.3,8,10.2,8,5.8,8
1975,4,21,16.3,8,9.7,8,4.2,8
1975,4,22,14.0,8,8.7,8,3.3,8
1975,4,23,16.6,8,9.4,8,-0.1,8
1975,4,24,17.4,8,11.0,8,5.0,8
1975,4,25,22.4,8,15.2,8,7.9,8
1975,4,26,25.6,8,16.5,8,7.6,8
1975,4,27,22.3,8,17.8,8,13.9,8
1975,4,28,26.1,8,19.3,8,13.9,8
1975,4,29,27.2,8,18.1,8,14.5,8
1975,4,30,15.7,8,12.9,8,10.9,8
1976,1,1,10.0,8,6.2,8,2.4,8
1976,1,2,10.7,8,7.2,8,5.0,8
1976,1,3,9.0,8,4.3,8,-0.1,8
1976,1,4,6.9,8,4.6,8,1.9,8
1976,1,5,9.5,8,6.6,8,2.0,8
1976,1,6,4.8,8,2.0,8,-1.6,8
1976,1,7,2.5,8,1.0,8,-1.6,8
1976,1,8,8.0,8,2.4,8,-1.8,8
1976,1,9,7.5,8,1.4,8,-2.6,8
1976,1,10,-0.4,8,-2.1,8,-4.4,8
1976,1,11,-0.6,8,-2.2,8,-4.6,8
1976,1,12,2.8,8,0.4,8,-2.7,8
1976,1,13,5.0,8,2.6,8,0.1,8
1976,1,14,6.3,8,0.8,8,-0.6,8
1976,1,15,0.6,8,-0.8,8,-3.0,8
1976,1,16,3.5,8,-0.2,8,-5.3,8
1976,1,17,9.2,8,4.5,8,-2.7,8
1976,1,18,2.8,8,-0.6,8,-2.0,8
1976,1,19,-1.0,8,-2.3,8,-4.3,8
1976,1,20,-3.3,8,-4.3,8,-5.7,8
1976,1,21,-2.6,8,-4.2,8,-5.8,8
1976,1,22,-2.0,8,-3.6,8,-5.4,8
1976,1,23,-3.0,8,-4.8,8,-6.8,8
1976,1,24,1.3,8,-0.6,8,-5.8,8
1976,1,25,4.3,8,0.8,8,-2.5,8
1976,1,26,0.7,8,-0.2,8,-1.7,8
1976,1,27,2.1,8,0.6,8,-1.4,8
1976,1,28,4.6,8,1.7,8,-0.1,8
1976,1,29,5.6,8,2.1,8,-1.9,8
1976,1,30,0.9,8,0.0,8,-1.4,8
1976,1,31,4.1,8,-0.1,8,-7.1,8
1976,2,1,4.0,8,-1.3,8,-7.8,8
1976,2,2,7.4,8,3.0,8,-4.9,8
1976,2,3,3.4,8,0.9,8,-1.2,8
1976,2,4,3.3,8,0.4,8,-4.7,8
1976,2,5,3.8,8,0.5,8,-4.6,8
1976,2,6,2.8,8,0.8,8,-0.5,8
1976,2,7,3.0,8,0.4,8,-1.8,8
1976,2,8,2.0,8,0.3,8,-1.8,8
1976,2,9,2.3,8,1.1,8,-1.2,8
1976,2,10,4.4,8,1.7,8,-3.0,8
1976,2,11,2.8,8,-2.0,8,-4.8,8
1976,2,12,0.4,8,-2.3,8,-4.8,8
1976,2,13,0.8,8,-4.4,8,-9.8,8
1976,2,14,4.4,8,-1.4,8,-11.6,8
1976,2,15,4.3,8,2.4,8,1.3,8
1976,2,16,3.4,8,2.4,8,1.3,8
1976,2,17,6.7,8,2.8,8,-2.2,8
1976,2,18,5.7,8,3.6,8,-2.4,8
1976,2,19,5.8,8,3.3,8,0.8,8
1976,2,20,0.9,8,-1.4,8,-4.9,8
1976,2,21,5.2,8,-1.0,8,-7.2,8
1976,2,22,7.1,8,3.4,8,-0.6,8
1976,2,23,7.8,8,4.7,8,2.4,8
1976,2,24,3.7,8,2.2,8,1.3,8
1976,2,25,6.3,8,3.1,8,0.0,8
1976,2,26,6.0,8,2.2,8,-0.5,8
1976,2,27,11.1,8,3.5,8,-2.6,8
1976,2,28,10.6,8,6.3,8,-0.7,8
1976,2,29,9.9,8,4.7,8,0.3,8
1976,3,1,4.6,8,2.7,8,0.5,8
1976,3,2,4.6,8,1.7,8,-0.3,8
1976,3,3,4.9,8,2.6,8,-0.8,8
1976,3,4,6.5,8,3.2,8,-0.7,8
1976,3,5,8.7,8,2.9,8,-2.9,8
1976,3,6,10.8,8,5.0,8,-1.5,8
1976,3,7,12.0,8,5.9,8,-1.5,8
1976,3,8,10.8,8,5.7,8,-1.0,8
1976,3,9,13.2,8,4.5,8,-1.1,8
1976,3,10,10.0,8,4.2,8,-2.3,8
1976,3,11,12.4,8,7.5,8,3.5,8
1976,3,12,11.8,8,7.1,8,4.4,8
1976,3,13,6.8,8,4.7,8,2.5,8
1976,3,14,9.4,8,4.5,8,-1.4,8
1976,3,15,14.8,8,5.8,8,-2.6,8
1976,3,16,7.1,8,3.5,8,-2.3,8
1976,3,17,8.2,8,4.8,8,-2.1,8
1976,3,18,9.9,8,7.3,8,4.2,8
1976,3,19,4.2,8,1.0,8,-2.1,8
1976,3,20,2.3,8,0.0,8,-2.8,8
1976,3,21,3.7,8,0.7,8,-1.9,8
1976,3,22,5.0,8,2.5,8,-1.0,8
1976,3,23,5.2,8,1.8,8,-0.8,8
1976,3,24,5.4,8,2.7,8,-4.6,8
1976,3,25,5.8,8,2.4,8,-4.6,8
1976,3,26,9.3,8,3.3,8,-5.4,8
1976,3,27,7.0,8,5.2,8,3.6,8
1976,3,28,7.8,8,4.5,8,-1.8,8
1976,3,29,8.6,8,4.2,8,-2.0,8
1976,3,30,8.6,8,6.9,8,5.1,8
1976,3,31,8.3,8,5.5,8,3.4,8
1976,4,1,10.0,8,4.6,8,-0.5,8
1976,4,2,12.5,8,4.2,8,1.3,8
1976,4,3,8.3,8,5.2,8,0.1,8
1976,4,4,7.6,8,2.9,8,-1.9,8
1976,4,5,7.0,8,1.8,8,-2.7,8
1976,4,6,13.9,8,6.7,8,-0.9,8
1976,4,7,7.3,8,5.0,8,3.7,8
1976,4,8,8.4,8,5.6,8,2.1,8
1976,4,9,9.7,8,5.5,8,0.8,8
1976,4,10,9.3,8,4.5,8,-1.1,8
1976,4,11,11.6,8,4.9,8,-2.0,8
1976,4,12,14.8,8,7.0,8,-0.4,8
1976,4,13,18.8,8,11.5,8,1.2,8
1976,4,14,16.4,8,11.0,8,7.7,8
1976,4,15,12.1,8,8.8,8,4.7,8
1976,4,16,19.5,8,11.2,8,2.6,8
1976,4,17,10.3,8,8.2,8,3.2,8
1976,4,18,10.8,8,5.2,8,-0.1,8
1976,4,19,15.3,8,7.3,8,-0.3,8
1976,4,20,22.8,8,13.0,8,0.0,8
1976,4,21,16.3,8,11.8,8,10.0,8
1976,4,22,18.5,8,13.0,8,8.2,8
1976,4,23,16.2,8,12.3,8,7.3,8
1976,4,24,13.2,8,9.3,8,6.4,8
1976,4,25,18.1,8,11.1,8,3.2,8
1976,4,26,18.3,8,11.3,8,6.7,8
1976,4,27,16.5,8,11.7,8,7.7,8
1976,4,28,13.8,8,10.6,8,7.9,8
1976,4,29,14.2,8,11.1,8,8.3,8
1976,4,30,17.5,8,11.9,8,6.4,8
1977,1,1,-1.7,8,-3.5,8,-5.4,8
1977,1,2,1.8,8,-0.5,8,-4.8,8
1977,1,3,1.3,8,-1.2,8,-3.1,8
1977,1,4,-0.6,8,-2.3,8,-5.0,8
1977,1,5,-0.2,8,-2.0,8,-5.4,8
1977,1,6,0.2,8,-1.8,8,-4.4,8
1977,1,7,3.4,8,1.2,8,-5.2,8
1977,1,8,2.4,8,0.9,8,-0.1,8
1977,1,9,2.5,8,0.1,8,-3.3,8
1977,1,10,5.0,8,2.2,8,-0.8,8
1977,1,11,2.3,8,-0.2,8,-4.7,8
1977,1,12,1.4,8,-0.7,8,-3.0,8
1977,1,13,-0.2,8,-1.6,8,-3.1,8
1977,1,14,-1.1,8,-2.4,8,-3.7,8
1977,1,15,-0.7,8,-2.6,8,-4.8,8
1977,1,16,4.0,8,-0.5,8,-4.6,8
1977,1,17,1.9,8,-0.4,8,-2.6,8
1977,1,18,-0.7,8,-1.5,8,-3.3,8
1977,1,19,0.0,8,-3.5,8,-12.7,8
1977,1,20,-0.9,8,-1.8,8,-3.3,8
1977,1,21,-0.1,8,-2.5,8,-7.2,8
1977,1,22,-0.3,8,-1.8,8,-4.6,8
1977,1,23,0.3,8,-2.4,8,-7.8,8
1977,1,24,0.4,8,-1.3,8,-4.0,8
1977,1,25,6.2,8,2.3,8,-4.3,8
1977,1,26,5.8,8,-0.5,8,-2.2,8
1977,1,27,1.6,8,-1.0,8,-3.1,8
1977,1,28,1.3,8,-1.1,8,-2.5,8
1977,1,29,0.3,8,-3.2,8,-8.6,8
1977,1,30,-0.7,8,-2.6,8,-4.3,8
1977,1,31,-3.0,8,-4.1,8,-5.8,8
1977,2,1,-2.0,8,-3.4,8,-6.2,8
1977,2,2,-1.1,8,-2.6,8,-3.9,8
1977,2,3,1.3,8,-1.0,8,-3.2,8
1977,2,4,3.2,8,-1.1,8,-6.9,8
1977,2,5,2.0,8,-1.1,8,-6.8,8
1977,2,6,1.3,8,-0.8,8,-3.9,8
1977,2,7,-1.0,8,-2.5,8,-4.7,8
1977,2,8,0.1,8,-1.0,8,-1.7,8
1977,2,9,1.6,8,-1.0,8,-3.7,8
1977,2,10,3.1,8,0.2,8,-2.6,8
1977,2,11,-0.7,8,-2.4,8,-4.0,8
1977,2,12,1.9,8,-0.7,8,-5.8,8
1977,2,13,6.0,8,2.0,8,-3.0,8
1977,2,14,3.0,8,0.3,8,-1.4,8
1977,2,15,1.0,8,-2.1,8,-6.9,8
1977,2,16,1.4,8,-2.1,8,-8.1,8
1977,2,17,1.3,8,-0.4,8,-3.6,8
1977,2,18,1.9,8,-0.9,8,-3.2,8
1977,2,19,3.9,8,1.9,8,0.2,8
1977,2,20,5.7,8,4.1,8,0.7,8
1977,2,21,4.0,8,0.6,8,-2.8,8
1977,2,22,-0.7,8,-2.8,8,-5.2,8
1977,2,23,3.0,8,-0.7,8,-3.3,8
1977,2,24,7.9,8,3.8,8,-7.7,8
1977,2,25,11.4,8,7.6,8,2.9,8
1977,2,26,9.1,8,5.2,8,1.0,8
1977,2,27,8.5,8,4.3,8,0.0,8
1977,2,28,9.4,8,3.3,8,-2.0,8
1977,3,1,10.7,8,5.2,8,-0.9,8
1977,3,2,5.8,8,3.1,8,0.5,8
1977,3,3,4.4,8,1.0,8,-2.7,8
1977,3,4,0.7,8,-1.6,8,-4.1,8
1977,3,5,-0.6,8,-2.9,8,-4.5,8
1977,3,6,0.2,8,-2.2,8,-7.4,8
1977,3,7,4.6,8,0.2,8,-6.9,8
1977,3,8,15.0,8,5.7,8,-1.0,8
1977,3,9,14.9,8,6.1,8,2.7,8
1977,3,10,4.1,8,2.1,8,0.8,8
1977,3,11,6.0,8,4.0,8,-0.6,8
1977,3,12,6.2,8,3.0,8,-1.9,8
1977,3,13,14.5,8,6.4,8,-3.2,8
1977,3,14,11.6,8,6.7,8,2.7,8
1977,3,15,9.2,8,7.3,8,4.0,8
1977,3,16,8.7,8,5.8,8,1.6,8
1977,3,17,13.4,8,6.6,8,1.1,8
1977,3,18,14.8,8,7.9,8,0.4,8
1977,3,19,7.8,8,6.5,8,5.3,8
1977,3,20,7.6,8,5.6,8,4.0,8
1977,3,21,8.0,8,3.4,8,-2.1,8
1977,3,22,12.1,8,4.8,8,-3.1,8
1977,3,23,14.5,8,9.5,8,2.2,8
1977,3,24,11.8,8,7.6,8,3.9,8
1977,3,25,5.3,8,3.3,8,1.3,8
1977,3,26,10.8,8,6.8,8,1.9,8
1977,3,27,7.0,8,3.7,8,1.4,8
1977,3,28,6.0,8,3.4,8,1.0,8
1977,3,29,7.7,8,2.7,8,-2.8,8
1977,3,30,7.6,8,4.5,8,-0.2,8
1977,3,31,11.0,8,8.5,8,6.8,8
1977,4,1,8.4,8,5.7,8,1.5,8
1977,4,2,10.6,8,4.8,8,0.9,8
1977,4,3,12.0,8,4.2,8,-1.2,8
1977,4,4,9.0,8,6.2,8,3.9,8
1977,4,5,10.2,8,7.2,8,4.2,8
1977,4,6,12.3,8,8.6,8,4.6,8
1977,4,7,8.0,8,5.9,8,3.8,8
1977,4,8,10.5,8,7.1,8,4.6,8
1977,4,9,9.3,8,6.4,8,3.8,8
1977,4,10,13.4,8,8.5,8,3.9,8
1977,4,11,11.2,8,8.0,8,3.4,8
1977,4,12,19.7,8,12.0,8,3.1,8
1977,4,13,17.5,8,12.3,8,8.2,8
1977,4,14,17.1,8,12.2,8,7.7,8
1977,4,15,23.6,8,16.2,8,7.1,8
1977,4,16,16.6,8,12.8,8,8.3,8
1977,4,17,14.0,8,9.3,8,6.7,8
1977,4,18,13.9,8,9.4,8,6.8,8
1977,4,19,10.3,8,7.0,8,2.2,8
1977,4,20,15.9,8,11.7,8,8.4,8
1977,4,21,8.8,8,6.5,8,2.1,8
1977,4,22,14.0,8,7.9,8,0.7,8
1977,4,23,16.2,8,11.1,8,6.3,8
1977,4,24,9.6,8,7.1,8,1.9,8
1977,4,25,14.3,8,10.8,8,6.1,8
1977,4,26,10.9,8,8.2,8,3.6,8
1977,4,27,17.1,8,11.9,8,1.5,8
1977,4,28,15.8,8,11.7,8,7.2,8
1977,4,29,10.1,8,8.3,8,6.9,8
1977,4,30,13.3,8,10.4,8,6.7,8
1978,1,1,8.1,8,5.3,8,0.4,8
1978,1,2,0.7,8,-1.3,8,-3.3,8
1978,1,3,3.4,8,0.4,8,-3.1,8
1978,1,4,2.4,8,0.2,8,-1.6,8
1978,1,5,1.8,8,0.0,8,-1.7,8
1978,1,6,4.9,8,2.0,8,-0.3,8
1978,1,7,4.9,8,3.6,8,0.7,8
1978,1,8,4.5,8,1.1,8,-3.4,8
1978,1,9,6.9,8,2.7,8,-1.3,8
1978,1,10,2.3,8,0.8,8,-0.7,8
1978,1,11,8.5,8,4.8,8,-0.4,8
1978,1,12,7.3,8,4.2,8,2.6,8
1978,1,13,5.9,8,3.3,8,-0.7,8
1978,1,14,10.0,8,4.9,8,0.1,8
1978,1,15,10.4,8,5.8,8,-0.8,8
1978,1,16,0.8,8,-1.0,8,-2.7,8
1978,1,17,2.0,8,0.3,8,-3.6,8
1978,1,18,2.6,8,0.4,8,-3.6,8
1978,1,19,5.8,8,4.1,8,0.9,8
1978,1,20,4.7,8,2.3,8,-1.4,8
1978,1,21,6.8,8,2.4,8,-1.2,8
1978,1,22,3.7,8,1.8,8,0.6,8
1978,1,23,3.3,8,1.9,8,-0.3,8
1978,1,24,3.2,8,0.2,8,-1.6,8
1978,1,25,0.7,8,-0.8,8,-3.4,8
1978,1,26,2.5,8,1.1,8,-4.5,8
1978,1,27,6.4,8,2.7,8,0.3,8
1978,1,28,2.3,8,-0.4,8,-2.7,8
1978,1,29,-0.8,8,-2.7,8,-4.4,8
1978,1,30,1.3,8,-2.2,8,-6.1,8
1978,1,31,2.3,8,-2.7,8,-5.4,8
1978,2,1,-2.8,8,-4.6,8,-5.9,8
1978,2,2,-1.9,8,-3.2,8,-4.7,8
1978,2,3,-1.4,8,-3.0,8,-5.2,8
1978,2,4,0.0,8,-2.0,8,-3.9,8
1978,2,5,0.6,8,-1.4,8,-3.6,8
1978,2,6,2.9,8,1.4,8,-1.3,8
1978,2,7,3.4,8,1.7,8,0.0,8
1978,2,8,2.5,8,1.4,8,-0.3,8
1978,2,9,3.5,8,1.3,8,-4.6,8
1978,2,10,3.0,8,1.3,8,-0.1,8
1978,2,11,2.9,8,1.4,8,-0.1,8
1978,2,12,2.4,8,0.3,8,-3.5,8
1978,2,13,3.0,8,-0.1,8,-4.2,8
1978,2,14,-2.2,8,-3.5,8,-5.2,8
1978,2,15,-2.0,8,-3.5,8,-5.2,8
1978,2,16,-1.5,8,-3.7,8,-7.0,8
1978,2,17,-0.2,8,-4.5,8,-12.8,8
1978,2,18,1.2,8,-1.7,8,-9.3,8
1978,2,19,3.4,8,-0.6,8,-2.9,8
1978,2,20,3.3,8,0.3,8,-2.1,8
1978,2,21,1.6,8,-1.5,8,-6.0,8
1978,2,22,1.0,8,-0.3,8,-2.7,8
1978,2,23,2.7,8,-1.6,8,-3.7,8
1978,2,24,0.8,8,-1.7,8,-3.8,8
1978,2,25,0.6,8,-1.6,8,-3.9,8
1978,2,26,2.9,8,0.3,8,-3.0,8
1978,2,27,5.6,8,2.0,8,-6.3,8
1978,2,28,6.8,8,1.3,8,-7.6,8
1978,3,1,6.2,8,0.0,8,-2.8,8
1978,3,2,3.9,8,2.2,8,-2.0,8
1978,3,3,5.5,8,2.4,8,-1.2,8
1978,3,4,7.0,8,4.4,8,2.0,8
1978,3,5,4.8,8,2.9,8,1.6,8
1978,3,6,4.7,8,2.5,8,-2.5,8
1978,3,7,7.9,8,3.0,8,-4.3,8
1978,3,8,7.0,8,3.9,8,0.1,8
1978,3,9,8.1,8,3.7,8,-0.7,8
1978,3,10,7.3,8,4.4,8,1.0,8
1978,3,11,6.0,8,2.7,8,0.9,8
1978,3,12,3.1,8,1.3,8,-1.0,8
1978,3,13,2.9,8,0.8,8,-1.5,8
1978,3,14,2.4,8,0.7,8,-0.9,8
1978,3,15,4.1,8,2.6,8,0.2,8
1978,3,16,6.1,8,2.6,8,0.1,8
1978,3,17,7.0,8,4.7,8,2.5,8
1978,3,18,9.0,8,3.8,8,0.5,8
1978,3,19,8.0,8,4.9,8,1.4,8
1978,3,20,9.3,8,5.6,8,-0.4,8
1978,3,21,9.6,8,5.0,8,-1.6,8
1978,3,22,5.8,8,3.6,8,1.8,8
1978,3,23,6.3,8,2.4,8,-0.4,8
1978,3,24,9.7,8,6.2,8,0.8,8
1978,3,25,12.7,8,8.3,8,2.5,8
1978,3,26,13.0,8,8.5,8,1.4,8
1978,3,27,15.2,8,8.3,8,1.6,8
1978,3,28,11.8,8,7.1,8,2.3,8
1978,3,29,8.6,8,6.0,8,3.3,8
1978,3,30,3.8,8,1.9,8,0.2,8
1978,3,31,5.7,8,2.4,8,-0.7,8
1978,4,1,5.0,8,2.7,8,0.1,8
1978,4,2,7.9,8,5.4,8,3.0,8
1978,4,3,5.6,8,4.0,8,2.1,8
1978,4,4,7.9,8,4.6,8,1.0,8
1978,4,5,15.1,8,7.0,8,-1.0,8
1978,4,6,10.5,8,8.3,8,3.5,8
1978,4,7,8.7,8,7.0,8,4.8,8
1978,4,8,12.9,8,10.8,8,8.3,8
1978,4,9,13.4,8,8.8,8,5.2,8
1978,4,10,9.9,8,6.7,8,0.5,8
1978,4,11,13.8,8,6.6,8,-1.9,8
1978,4,12,14.4,8,9.5,8,6.2,8
1978,4,13,9.0,8,7.3,8,5.9,8
1978,4,14,9.4,8,6.6,8,2.9,8
1978,4,15,24.0,8,15.2,8,2.3,8
1978,4,16,23.6,8,14.7,8,9.3,8
1978,4,17,11.0,8,7.7,8,2.5,8
1978,4,18,15.0,8,8.6,8,0.6,8
1978,4,19,12.5,8,9.0,8,5.0,8
1978,4,20,12.9,8,8.7,8,7.7,8
1978,4,21,13.0,8,10.0,8,7.7,8
1978,4,22,13.8,8,9.7,8,1.8,8
1978,4,23,17.0,8,10.5,8,1.0,8
1978,4,24,19.0,8,12.8,8,7.1,8
1978,4,25,13.5,8,9.7,8,7.6,8
1978,4,26,13.7,8,10.0,8,3.9,8
1978,4,27,18.5,8,11.9,8,2.9,8
1978,4,28,14.3,8,11.3,8,9.2,8
1978,4,29,17.6,8,13.2,8,10.4,8
1978,4,30,25.0,8,18.0,8,11.9,8
1979,1,1,5.2,8,4.2,8,2.9,8
1979,1,2,6.7,8,5.4,8,3.3,8
1979,1,3,7.6,8,4.7,8,1.6,8
1979,1,4,8.8,8,4.8,8,2.9,8
1979,1,5,6.8,8,5.3,8,3.2,8
1979,1,6,5.2,8,2.6,8,-0.7,8
1979,1,7,12.0,8,5.9,8,0.3,8
1979,1,8,14.1,8,9.7,8,2.5,8
1979,1,9,11.6,8,6.3,8,0.2,8
1979,1,10,13.8,8,6.7,8,0.6,8
1979,1,11,1.8,8,-1.2,8,-2.8,8
1979,1,12,0.4,8,-0.2,8,-1.5,8
1979,1,13,0.8,8,-0.5,8,-3.7,8
1979,1,14,1.6,8,-1.1,8,-3.8,8
1979,1,15,1.1,8,-0.9,8,-2.7,8
1979,1,16,2.2,8,1.0,8,-0.8,8
1979,1,17,5.7,8,2.2,8,-1.0,8
